1	0.17475437372922897
2	0.11057520409425099
3	0.16107253233591715
4	0.09020006408294041
5	0.07297942290703456
6	0.05024171310166518
7	0.12245375663042068
8	0.07592311749855678
9	0.05251667151848475
10	0.06893958523869514
11	0.07959723472595215
12	0.0828732003768285
13	0.07267598435282707
14	0.04217986265818278
15	0.04903107136487961
16	0.09348497788111369
17	0.09561632076899211
18	0.05726067970196406
19	0.05553955088059107
20	0.04555353398124377
21	0.06485570967197418
22	0.053113133956988655
23	0.06116029992699623
24	0.06218791753053665
25	0.059326873471339546
26	0.06867119297385216
27	0.038965508341789246
28	0.04447156315048536
29	0.042808640748262405
30	0.04362098127603531
31	0.03590387975176176
32	0.0368103397389253
33	0.03701534618933996
34	0.055276951442162194
35	0.04371718938151995
36	0.03266190489133199
37	0.04677168279886246
38	0.03150245795647303
39	0.046073811749617256
40	0.0386953999598821
41	0.053583343823750816
42	0.04551332319776217
43	0.04334181919693947
44	0.0369042344391346
45	0.07234765340884526
46	0.037238020449876785
47	0.044310432548324265
48	0.04421321054299673
49	0.03694326927264532
50	0.03196726242701212
